,lyrics,label
12,"kool keith
well i'm the equalizer known to be graphic
i clear static breakin up traffic
move while i enter the groove
i'm on top and happy to prove
to wack mc's who claim to be better than
no way i'm frankly more clever than
all of you each and every one my son
pay close attention
i take your brain to another dimension
hold it mold it shape it
you got a knife yes i wanna scrape it
up and down sideways any way i can
be rude to you
but i'll rap and be crude to you
and eat up toy ducks i beat up
i am the oven your brains i wanna heat up
mega supersonic degrees
i come around roastin mc's
with fire to burn the toy liar
raw meat turn the flame higher
cook it like a fish i'll hook it
for any beat it's time that i took it
right correctly to the top
with the rhythm and as your head bop
i'm hype for the critical beatdown

ced gee
i'm attacking them my job is stacking them
for every rapper must i be smacking them
once or twice in the face
with rough beats producin the bass
that blow out cause power to go out
inner spark i'm ready to blow out
like this altitude level
reachin' forth stompin every devil
in sight you might just wanna bite
my illusions mental confusions
you're a mark skulls i've been abusin
losin any rapper who follow me
your girl loves me now she wanna swallow me
back up move on to the rear
when i'm on the stage should be clear
speakin' goin' ear to ear
places far ducks would appear
for the countdown so you wait to rhyme
and twist stuttering uttering
parkay margerine everything butter
and another thing you shoulda been a muppet
a toy boy a fake scream puppet
i'm takin' titles and punks better up it
to me ced gee on the mic and i'm hype
for the critical beatdown

kool keith
here's the k combined the double-o
swing in the l i'm ready to go
as keith rap general chief executive
plus exquisitive
mandatory capital statements
i am the teacher preaching what makes sense
class you wasn't able to pass
for any germ or lice who come last
i'm boric high computing acid
get off the mic and won't you please pass it
to me for a one-two check
give me a pound and lots of respect
no hands you dissapointing my fans
you on reverb and talking to cans
hello - how are you doing?
i come to wreck and parties i'll ruin
with rhymes pumpin up smoke
diesel advances makin' them choke
and cough up the hard-headed i'll soften
spongee then after that drink a?
roll the sess the buddha with the ganji
puff up while i make tough stuff up
i'm kool keith cold rippin mc's
i'm hype - for the critical beatdown",1
13,"ced gee
aiyyo kool keith
man i hooked this beat up just for you in the ultra lab man
so yo i want you to dog it man youknahmsayin?

kool keith
yeah

ced gee
aight man so ease back y'know kick the lyrics man

kool keith
word up

ced gee
go for yours aight do it man right now

kool keith
aight
yo i'm on with the freaky style
when you wait debate and rate my
rhythm expansion dimension lyric extension
rise above amazing days
crashin your brain changin ways sore for days
figurin out
many channels triggerin out forth
i'm sendin brains are bendin
like metal crust to rust corrode
and low stacks pick up the was while you ask
how you do it show me through it
i never knew it could be done no way my son
'cause i'm the one smackin 'em up stackin 'em up
boxin you ducks
packin 'em up 'cause i burn

ced gee
aiyyo keith man that was kinda of dope man
but you know what man?
i want you to increase your metaphor you know uh
make it better for somethin' like that man aight?

kool keith
yeah i know what you mean like this right?

ced gee
yeah man

kool keith
aight watch
droppin' the word to make you think
you're buggin and illin out on vocab
connect the ? then switch it
changin range easily steadily
slow it down ride the beat throw 'em down
and sweepin 'em down
mc's all dirt on the floor
stand back in fact you're wack to prove to me
that you're ready to be and willin' to see rhymes flow
match and go deep in your brain so
step back and wait before you try
to twist in another line
designed to catch ya
you gotta watch 2000 i bet ya perpetrate
procrastinate your rhymes are fake and yo
and let's take your style use it with mine
mix it with mine bring it with mine
and pefect and let the public elect it
buyin selected ducks are corrected
one at a time each a stack
puttin' 'em back sittin' 'em back in line
to california i'm breakin on ya
i'm like a psycho i'm buggin on ya
once a day i'm comin' your way to enter your brain
and let a word remain as a syllable
stuck deep inside
the more i go on i'll pluck inside
your skull and damage your ears
'cause i burn you know that ced

ced gee
word up man you burn man yo yo man
you really did burn that track up man but you know uh
my man tr love is in the house and uh
moe luv's in the house
awesome two they in the house
uh who else in the house?
my man paul c he got the bass pumpin uh
who else? brother kevvy kev uh

kool keith
everybody the whole bronx yeah
brooklyn fort greene montier posse

ced gee
yeah everybody man
london st louis ah we out of here man",1
14,"hello
ced gee champion
hello i'm back again
ced gee champion

ced gee
i'm a radar sendin message to competitors
eliminating another predator
from the face of the earth
not the first to feel the wrath of my curse
competing just like david and goliath
my rhyme's a slingshot and yes they triumph
over the weak minds who claim they giants
i'm more defiant while you're relyin
on your weak rhymin with connectors
but i'm ced gee the rhymin inspector
delta force number one omega supreme soundwave
bringing your dreams to reality
and by the formality of thoughts
yes atomic of course
you steppin to me you take a loss
radical the replication of a quasar
a pulsar immense to suplicate
crush a germ then further eradicate
destroy which means to eliminate
wipeout remove erase and annhilate
suckers crews to soloists
you need a barricade my rhyme's a hand grenade
blowing up your brain techniques astonishing
just like endust my rhymes are polishing
rappers cause to me you're like furniture
dusty old and gray and i'ma cleanse your soul
rap to take control
i'm ced gee and i'm on a roll
my name's the delta

ced gee a champion
ced gee a champion

back to take control as i begin
to rip this mic apart from end to end
combine the rhyme that's mines to make 'em blend
produce a beat that's dope
i hope you smoke the dope i wrote i quote
i made your brain choke - you need an antidote
of rhymes just like funky potions
it killed your membranes so now you're hopin
that you can become another intellect
but you're a dummy your rhymes can't connect
metaphors cause your style is very basic
you leave traces you have no aces
jacks kings or queens or even deuces
i'm like spades you can't renege this
ultramagnetic style of rhythm
brain combustion is what i give em
to make them shake and hesitate and make mistakes
to stay awake cause the gee stands for great
man reachin' my apex
the more i climb some rappers hate that
twist and change the way i rearrange their brains
'cause i'm the delta

ced gee a champion
ced gee a champion
ced gee a champion",1
15,"kool keith
i brought a band sam is on trombone
he's blowin' hard back-to-back notes get with it
take off your coat meditate let your brain compel
just think as the beat excels to your eardrums
cause cells to numb and freeze while i break off at ease
real smooth combined the piano
my voice nasal no soprano is needed
to get overheated and burn while the technics' turn
for the u-l the t the r-uh-a
you got a copy? watch the record play
bite more spin it every day
you wake up and try to make up a rhyme that fear me
but let me tell you straight i know you hear me
and when i'm on the stage you just cheer me up another level
down below i'm throwin' with the devil in a cage
i'm on the rampage you need a number? wanna know my age?
psyche i carry a magnum
other groups - i only will rag them and wait
while you debate i hesitate observe your wack styles
you been rappin' talkin' for miles about nothin'
'cause you don't amaze me i'm like a game everyone plays me
regular extended to the bonus for some of you
i think you should've known this was funky

ced gee
understand the sounds you're listenin'
it's a band with nitroglycerin
one with horns and trumpets i've really pumped this
track up 'cause i knew i must get you to dance across the floor
plus give myself more of this beat then teach
all of you how to really reach your peak
and don't have a seat 'cause while the bass hits harder
my snare drum's never weak hi-hats used real funky
you get freaky weakly groovin' to the beat real neatly
so try to devote your-self to ultra-magnetic
pick up my sculptured phonograph copy
it's not sloppy ax your girl she called me poppy
that was ceddie not eddie i'm ready
i'm not confetti nor spaghetti
but instead i'm great because i create
the lyrics that match the pitch of my bass
kick drum syndrum no hi-hats are needed
while ced gee gets overheated
and rough as i switch to matter in which
combined with rhythm i can't miss

yo this track is funky man",1
16,"ced now we're the ultramagnetic
kool strung out on a mission
ced did twenty-four tracks
kool our rhymes to serve as bait
ced on the red alert show
kool fresh and on the go
ced dominating other cats
kool with the brains to please
ced playin' it
kool saturday's yes and always
ced in control
kool of the beat to make you move your feet
and give you bait

red alert yesssssss

kool keith

kool keith
with a ? aligned fade technic 1200's
are combined to rotate swiftly left to right
on the mix red alert controlled by gamma light
ninety-eight point seven kiss upon the label
of the record that he's holding beside a wooden table
i am able to mc by testing musically
through a caliber of rhymes arranged and wrote by me
as an artist and composer the style i have supposed to be
made for soft ducks and pushed by bulldogs
step to the side words glide for me and then collide
like a demolition derby punks i will be smashin
with a sign to amuse words will keep on crashin
very hazardous vocab impeachin kool keith
givin' bait

greg nice

red alert yesssssss

ced gee

ced gee
now with the temperature rising the beat is just driving
the wizard on the mic is fully emphasizing
red alert goes bezerk make you jump and jerk
hydroplayin relayin decayin and it work
every second captivating your mind body and soul
as the chairman of the board hip-hop and just totally
set to protect send right or do reset
every sucker in the way no stoppin' east and west
best gradius remains with more i have a fade
that'll stay to amaze for weeks and many days
on the mic i'm always ready my job is set to stay
for the ultramagnetic ced gee i devestate
with moe love and kool keith we stop annihilate
and give you bait

ah greg nice

red alert yesssssss

beatboxing ultra beatboxing ultra beatboxing

dj moe love ah just hit me

more beatboxing

what's his name umm kool keith

kool keith
well i'm fresh out the pack back to let you know
when the light turn green it's time for red to go
on the mix to advance reachin' higher levels
through his books of magic cool the wizard of tricks
red alert's non-stop while heads stop to bop
to the beat you will listen turn the dial to kiss
'cause i'm steady beatin' toys ballin up my fists
punchin every mc directly in the brain
i'm killing willing scheme and just chilling
like a mad scientist to punks i will be illing
mutilating more out of turn
choppin up every germ i'm the wizard kool keith
givin' bait

red alert yesssssss

ced gee
real lousy competition a task to ignore
incantation to the norm affecting attitude
while we rising through creating thoughts or premonitions
which allows conversation between the controls
stimulating ultra drive is boosted to the max
as my lyrics blow your brains you can't
comprehend the formulas expressed to relate
and vexed scientific form to create
parallel philosophies universal questions
in a second you fester and learnin new lessons
from the wizard scientist known as ced gee
takin' time to dictate to judge affiliate
and give you bait

beatbox greg nice

red alert yesssssss

ah red alert

red alert yesssssss

kevvy kev
boogie down productions

red alert yesssssss",1
19,"get down get get get get get down
party peoples in the place to be
just for you it's the ultramagnetic mc's
get get get get get down
get get get get down

[keith] say what peter piper?
[cgee] to hell with childish rhymes
[keith] cause this jam is just movin
[cgee] the crowd is steady groovin
[keith] to a supersonic pace
[cgee] with highs and stupid bass
[keith] with some pep
[cgee] in the step
[ultra] cause the beat is so funky the pace is well kept
'cause we're

ultra magnetic magnetic
mc ultra magnetic magnetic
mc ultra magnetic magnetic mc's

kool keith

[kool keith]
they use a simple back and forth the same old rhythm
that a baby can pick up and join right with them
but their rhymes are pathetic they think they copacetic
usin nursery terms at least not poetic
on a educated base intelligent-wise
as the record just turn you learn plus burn
by the flame of the lyrics which cooks the human brain
providing overheating knowledge by means causin pain
make a migraine headaches yourself start to melt
while the technics spin the wax is on the felt
motivatin clockwise the more you realize
moe love's movin steady by most we're eveready
like a battery charged i'm worth the alkaline
yes the mystery to solve so seek and define
these words i've given extremely now driven
with a datsun a maxima to glide
yes the wizard kool keith and i'm sportin my ride
'cause we're

ultra magnetic magnetic
mc's ultra magnetic magnetic
mc ultra magnetic magnetic mc's

ced gee

[ced gee]
usin frequencies and data i am approximate
leaving revolutions turning emerging chemistry
with the precise implications achieved adversively
explorating demonstrating ruling dominating
igniting causin friction with nuclear alarm
separates competing bodies from me the scientist
as i execute lyricists known as predators
one by strippin high foes and makin penicillin
i will surely sort out and stomp every pest
of the rampaging paramedic qouta is my title
to inform other worlds of such a hellacaust
could serve as a purpose preparing first aid
with medical utensils the wizard ced gee
is advanced with elevation astonishing with rhythm
'cause we're

ultra magnetic magnetic
mc's ultra magnetic magnetic
mc ultra magnetic magnetic
mc ultra magnetic magnetic mc's

moe love
scratch solo

kool keith

[kool keith]
truth in scientific matter i probe for evidence
leading melodies obtaining slight positive beams
of the average formulation applied mechanically
maintainable display expressed by alternate
microwave frequencies directly inorganic
operating logically new developments 
separate accumulating ambiguous thoughts
admitting parts specify particular words
volunteer agitating ears are parasites
respond duplicating attempting lyricist
like a nice competition an ultimate reality
the general speaker corporal kool keith
leaving specimens frozen in zero degrees
by controlling every germ i spray disinfenctant
with tranquilize rains and stun competitors
'cause we're

ultra magnetic magnetic
mc ultra magnetic magnetic
mc ultra magnetic magnetic mc's

ced gee

[ced gee]
every basic style of writin they have no elevation
that a audience respects and gives them annotation
yet they think they so indebted using lousy edits
buying company's beef too cheap and get the credit
on a scandal type base embezzlement-wise
now as my lyrics tell the truth the suit plus juice
and by the force of my rhythm would freeze the average man
allow a force fightin rhythm which can't be redefined
gamma ray and planet-wise the more you will despise
ced gee i'm always ready at least i'm not confetti
like a missile i'm precise disease who in anothers
being laughed at publicly you can't sort out the others
this rhyme i'm reciting the words are so exciting
with the dj on the table moe love is always fryin
with a scratch and a cut then you get up
proceed to move your butts
'cause we're

ultra magnetic magnetic
mc's ultra magnetic magnetic
mc ultra magnetic magnetic
mc ultra magnetic magnetic mc's
magnetic magnetic
magnetic magnetic

magnetic magnetic
keyboard is money mike
magnetic magnetic
keepin busy in the place
magnetic magnetic
ronnie t is in the place
magnetic magnetic
magnetic magnetic
magnetic magnetic
tr love
magnetic magnetic
fort greene mission posse
magnetic magnetic
2love's in the house
magnetic magnetic
to the man trent love
magnetic magnetic
terry t's in the place
magnetic magnetic
south bronx
magnetic magnetic
to the girl chris rockwell
magnetic magnetic
to the girl christine
magnetic magnetic
brother kevy kev
magnetic magnetic
peace
denise hello
magnetic",1
0,"verse one krs-one

well now you're forced to listen to the teacher and the lesson
class is in session so you can stop guessin
if this is a tape or a written down memo
see i am a professional this is not a demo
in fact call it a lecture a visual picture
sort of a poetic and rhythm-like mixture
listen i'm not dissin but there's somethin' that you're missin'
maybe you should touch reality stop wishin
for beats with plenty bass and lyrics said in haste
if this meaning doesn't manifest put it to rest
i am a poet you try to show it yet blow it
it takes concentration for fresh communication
observation that is to see without speaking
take off your coat take notes i am teachin
a class or rather school cause you need schooling
i am not a king or queen i'm not ruling
this is an introduction to poetry
a small dedication to those that might know of me
they might know of you and maybe your gang
but one thing's for sure neither one of y'all can hang
cause yo i'm like a arrow and scott is the crossbow
say something now  thought so
you seem to be the type that only understand
the annihilation and destruction of the next man
that's not poetry that is insanity
it's simply fantasy far from reality
poetry is the language of imagination
poetry is a form of positive creation
difficult isn't it? the point? you're missin' it
your face is in front of my hand so i'm dissin it

verse two krs-one

scott larock is innovating decorating hip-hop
the beat may drop but not like all the others
they just cover while i just smother
every single stupid mutha -- wait wait brotha
krs-one will have to show another
mc or self-proclaimed king or queen
or gang or crew or solo or team
that i mean
business
so tell me what is this?
see i come from the bronx so just kiss this
boogie down productions is somewhat an experiment
the antidote for sucka mc's and they're fearin it
it's self-explanatory no one's writin for me
the poetry i'm rattlin is really not for battlin
but if you want i will simply change the program
so when i'm done you will simply say damn
so this conversation is somewhat hypothetical
boogie down productions attempts to prove somethin'
i say hypothetical because it's only theory
my theory so take a minute now to hear me

verse three krs-one

so what's your problem?
it seems you want to be krs-two
from my point of view backtrack stop the attack
'cause krs-one means simply one krs
that's it that's all solo single no more no less
i've built up my credential financially and mental
anytime i rhyme i request the instrumental
i speak clearly and that's merely
or should i say a mere help to my career
i'm really not into fashion or craze
just the one who pays and how soon i get a raise
you're probably in a daze acting out of sympathy
wrote a couple of rhymes and think that you can get with me
but what a pity i'm rockin' new york city
and everywhere else you put the jams on the shelf
you as an amateur is outspoken
i'm looking at your face you seem to be hopin
that i might stutter stop or just mess up
but everything's live that's why i don't dress up
blastmaster krs a synonym for fresh
i'm the teacher of the class i do not pass no test
got dj scott larock by my side not in back of me
'cause we make up the boogie down productions crew faculty
get it right or train yourself not to bite
'cause when you bite you have bitten when i hear it that's it
i do not contemplate a battle cause it really ain't worth it
i'd rather point a pistol at your head and try to burst it

i'm teaching poetry
i'm teaching poetry
scott larock
we're teaching po-e-try",1
1,"scott la rock yo wassup blastmaster krs-one this jam is kickin'
krs word yo what-up d-nice?
d-nice yo wassup scott la rock?
slr yo man we chillin' this funky fresh jam i wanna tell
you a little somethin' about us we're the boogie down
productions crew and due to the fact that no one else out there
knew what time it was we have to tell you a little story about
where we come from

south bronx the south south bronx 4x

many people tell me this style is terrific
it is kinda different but let's get specific
krs-one specialized in music
i'll only use this type of style when i choose it
party people in the place to be krs-one attacks
ya got dropped off mca cause the rhymes you wrote was wack
so you think that hip-hop had it's start out in queensbridge
if you popped that junk up in the bronx you might not live
'cause you're in

south bronx the south south bronx 4x

i came with scott larock to express one thing
i am a teacher and others are kings
if that's a title they earn well it's well deserved but
without a crown see i still burn
you settle for a pebble not a stone like a rebel
krs-one is the holder of a boulder money folder
you want a fresh style let me show ya
now way back in the days when hip-hop began
with coque larock kool herc and then bam
beat boys ran to the latest jam
but when it got shot up they went home and said damn
there's got to be a better way to hear our music every day
beat boys gettin' blown away but comin' outside anyway
they tried again outside in cedar park
power from a street light made the place dark
but yo they didn't care they turned it out
i know a few understand what i'm talkin' about
remember bronx river rollin' thick
with kool dj red alert and chuck chillout on the mix
when afrika islam was rockin' the jams
and on the other side of town was a kid named flash
patterson and millbrook projects
casanova all over ya couldn't stop it
the nine lives crew the cypress boys
the real rock steady takin' out these toys
as odd as it looked as wild as it seemed
i didn't hear a peep from a place called queens
it was seventy-six to 1980
the dreads in brooklyn was crazy
you couldn't bring out your set with no hip-hop
because the pistols would go
so why don't you wise up show all the people in the place that you are wack
instead of tryna take out ll you need to take your homeboys off the crack
'cause if you don't well then their nerves will become shot
and that would leave the job up to my own scott larock
and he's from

south bronx the south south bronx 8x

the human tr-808 d-nice
the poet the blastmaster krs-one
the grand incredible dj scott la rock
boogie down productions
fresh for '86 suckers
ha ha ha ha ha",1
2,"la la-la la-la la-la la la la la
la la-la la-la la-la la la la la la

buck buck

wa da da dang
wa da da da dang ay
listen to my 9 millimeter go bang
wa da da dang
wa da da da dang ay
this is krs-one

me knew a crack dealer by the name of peter
had to buck him down with my 9 millimeter
he said i had his girl i said now what are you? stupid?
but he tried to play me out and krs-one knew it
he reached for his pistol but it was just a waste
'cause my 9 millimeter was up against his face
he pulled his pistol anyway and i filled him full of lead
but just before he fell to the ground this is what i said

la la-la la-la la-la la la la la
la la-la la-la la-la la la la la la x2

seven days later i was chillin' in the herb gate
but seven days too much when the gossip has to circulate
puffin sensemilla i heard knock knock knock
but the way that they knocked it did not sound like any cop
and if it were a customer they'd ask me for a nick
so suddenly i realized it had to be a trick
i dropped down to the floor and they did not waste no time
they shot right through the door so i had to go for mine
they pumped and shot again but the suckas kept on missin'
'cause i was on the floor by now i crawled into the kitchen
thirty seconds later boy they bust the door down
the money and the sensemi' was lyin' all around
but just as they put their pistols down to take a cut
me jumped out the kitchen went buck buck buck
they fall down to the floor but one was still alive
so i put my 9 millimeter right between his eyes
looked at his potnah and both of them were dead
so just before he joined his potnah this is what i said

la la-la la-la la-la la la la la
la la-la la-la la-la la la la la la x2

i gathered all the money and i ran up the block
i said this is a perfect time to meet with scott larock
but scott is either psychic or he has a knack for trouble
'cause scott larock showed up in a all-black bmw
i jumped inside the car and we screeched off in a hurry
and scott said what is wrong? relax tell me the story
i said you remember peter? well his posse tried to kill me
i'm all right now because the sensemi' fill me
scott just laughed he said i know they're all dead
and just before you pulled the trigger this is what you said

la la-la la-la la-la la la la la
la la-la la-la la-la la la la la la x2",1
3,"this is a test
of the boogie down production
prevention against sucka mc's
in the event of a real emergency
you would have been instructed
on which jams to play
and how loud to blast your radio
and now a word from our sponsor

verse one

i'm from the bronx blastmaster krs-one
provin that my job ain't done until i get some
more no need to roar or yell
'cause i can still tell what will sell
and would have sold without yellin' over a drum roll
that style is old so unfold
blossom bloom you got the room
so go ahead and consume
a new era krs-one comes better
bite another lyric? never
'cause i'm too clever however
i own my own label
partners with scott larock he's on the turntable
and partner lee smith
i'm exercising a true gift just to uplift
hip-hop hip-hop
my voice is like a monster
and now a word from our sponsor

verse two

two three four five sex seven eight nine ten
i gotta start this rhyme again
how many words can i find that rhyme
and still keep in mind every lyric must come out on time
not many but i have plenty
scott larock sent me just to devastate any-
one any daughter any son that comes my way
hey you got to go the other way
i represent my dj scott larock
d-nice the beat box
i only wear nike's not adidas or reeboks
many people know me yet i'm known by few
my name is krs-one son
not two or three or four or five or six
the mix is on scott larock and scott larock is on the mix

verse three

cool like the air we breathe
inhale exhale perpetrators will fail
as sure as my name is blastmaster krs
sit and listen to the very essence of this tale
from the days of prison i have uprisen
to my family members i'm marked down as missin'
listen circumstances put me right in the street
with the will to survive get paid eat and sleep
some weep or should i rather say some cry
can't get by so later on they die
because the strong will survive
the weak will perish
ignorance is a poison and knowledge will nourish
i love what i got and like what i had
i'm glad not sad and i don't even get mad
i get even myself and some others i believe in
'cause these others are my brothas and perfection we're achievin
yes my name is krs my brother is a rasta
let me pause and now a word from our sponsor",1
4,"i hear the same old rhyme the same old style
the same old runner has ran the mile
see i don't know exactly what you know
but what i know is that stuff gotta go
usually when i pick up the mic
something ill jumps out my mouth for that night
i like to talk about fact not fiction
i got some fantasy rhymes but just listen
everything i write is premeditated
suckas wanna fake it i just hate it
bitin routines or sayin' somethin' kinda weak
my words are comprehended every time i speak
or have spoken no i'm not jokin
please don't sleep i hope you are awoken
stop try this again you had enough? say when
i am the man with the six-pack of heineken
i get tipsy
but never in your life try to dis me
'cause i don't battle with rhymes i battle with guns
knowledge reigns supreme over nearly every one
if you take the first letter of what i just sung
you spell my name krs-one
it's elementary

elementary

dj scott larock and i krs-one
our mother's first son and no we'll never run
from complex situations like you t-o-y-s's
always talkin' junk yet in jail you're rockin' dresses
i have arrived for the purpose of joy
unlike any ordinary bronx b-boy
i will volunteer my services and launch an attack
on you fake educators with your yakety-yak
this is a fact the teacher is here now in the flesh
consistently hounded by you mc pests
if you really want to learn from me
don't waste time in burnin me
'cause ignorance and inexperience does not concern me
i will emphasize so you will realize and come alive
never close your eyes never sleep or you might take a dive
many people hate me many people love me
some are far below me
and you know there's some above me
but this my hypothesis to conclude the story
all you fake mc's on a mission you bore me
i'm the blastmaster krs on the mic
watchin all these females rock their pants too tight
'cause there's no other creative composition on display
that give a full analysis and rock this way
you will pay eventually you all will decay
while the dj scott larock will continue to play
cuttin' records drivin' cars and you'll know who we are
make a mix just for kicks
and you'll be on our tip
and oh yes there's a highlight to the show of course
you hear dj scott larock go off go off

scott la rock go off go off x8

boogie down productions no reduction to its title
if you have a headache toys go and take a midol
we have arrived for the purpose of enjoyment
you have arrived to make up for unemployment
you're on it only 'cause i learned just how to flaunt it
i breathed a rhyme upon you like a sickness and you caught it
quick get off the tip trick you must be sick
like a doctor here's my bill i wrote it out with a bic
signed my name upon the bottle 'cause you know i just rocked em
but gettin' into battles really isn't my thing
you're probably thinking these are the rhymes for the century
but please don't mention me
it's only elementary

elementary
all it really is to me and scott la rock is elementary

elementary
elementary",1
5,"krs i got a dope beat?
all you got a dope beat
krs i got a dope beat
all we got a dope beat
krs i got a dope beat
all you got a dope beat
krs i got a dope beat
all we got a dope beat

my name is at the top of all of those that mix
i'm turnin' poetry into cash for eighty-seven
some did it got paid some jams were never played
but i am just a poet who watched the whole parade
go by and why? 'cause they wasn't fly
others claim to be fresh but they're not krs
i cannot walk around the street with my head in the clouds
either runnin' on my gear or havin' colors too loud
everything must coincide with the way i feel
and by the way it's scott larock on the wheels of steel
so i take one step to adjust the mic
i get around the whole city so i do wear nike
i like a funky beat a studio like unique
i write the crazy fresh lyrics and i don't eat meat
you can look me up and down and my dj too
because we make up the boogie down productions crew
takin' out mc's - on the 1 2 3
no matter who they claim to be in society
because we know their games we have pulled their file
if they need a different style we can get wild
he's icu he's out to kill
i'm krs and we get ill
dj scott larock got his own beat
the extravagant life is what we seek
i will tell you like this 'cause i know for a fact
i will live a long life and i don't smoke crack
captivatin the crowd seven days a week
you know what they told me to say? i got the dope beat

krs i got a dope beat
all you got a dope beat
krs i got the dope beat
all we got a dope beat
krs i got a dope beat?
all you got a dope beat
krs i got a dope beat
all we got the dope beat

for me to say again another verse of my rhyme
means what you heard before must've blew up your mind
so now it's time to find poetry like mine
do not waste all your time because i'm one-of-a-kind
pullin out easy goin' cause the money be flowin
6'4 brown eyes and i'm always showin
stupid mc's on the mic the way it 'posed to be done
they study rhymes all week but i be rhymin for fun
when they lose they get upset always pullin a gun
but they will snap out of that because i'm krs-one
not two not three but o-n-e
get it right the first time i won't repeat this rhyme
if you think that you can burn me with your amateur ways
keep in mind that i been out there from back in the days
i don't braaaaaaaaag about the people i know
because they're still bluffin they're not givin' me nothin'
i can walk around the city with the rhymes i flaunt
cause no matter how you front they're still the ones you want
see i am funky fresh and poetry is my opinion
takin' out you suckers while the scott larock is spinnin

 guitar interlude 

my name is krs-one i'm still kinda young
i don't wear adidas cause my name ain't run
got nike's on my feet and to be complete
i can rock an american or reggae beat
got rhymes for 70's 80's and 90's
not bein conceited but it won't pay to try me
out to any feud any battle any reason
make the rhymes up every season this style i'm just teasin
pick up the pace homeboy pick up the pace
you're way behind schedule listen to what i'm tellin' you
this particular style may vary
the things i converse about are heard rarely
some can't bear me others try to scare me
soundin intelligent but not yet equivalent
you know what??

all you got a dope beat
krs i got a dope beat
all we got a dope beat
krs i got the dope beat?
all you got the dope beat
krs i got the dope beat
all we got the dope beat
krs i've got the dope beat
all you've got the dope beat
krs i got the dope beat
all we got the dope beat
krs beat that we got??
all the dope beat

icu is in the house
miss melodie is in the house
lena love is in the house
d-nice rocks the house
gold miss idol rocks the house
flavois walker turns 'em out
40th street black knocks 'em out
to my mellow moses gun rock the house
naughty bust it out
mcboo turns it out
chuck chillout cuts it up
red alert breaks it out
scott larock jr
my pride and joy
krs-one his mother's first son
and no he'll never run
bd bd
scott larock
scott larock",1
7,"i say the bridge is over the bridge is over biddy-bye-bye
the bridge is over the bridge is over hey hey
the bridge is over the bridge is over biddy-bye-bye
the bridge is over the bridge is over

verse one

you see me come in any dance wid de spliff of sensei
down with the sound called bdp
if you want to join the crew well you must see me
ya can't sound like shan or the one marley
because shan and marley marl dem-a-rhymin like they gay
pickin' up the mic mon dem don't know what to say
sayin' that hip-hop started out in queensbridge
sayin' lies like that mon you know dem can't live
so i tell them again me come to tell them again gwan
tell them again me come to tell them agaaain
tell them again me come to tell them again gwan
tell them again me come to te-ell them
manhattan keeps on makin' it brooklyn keeps on takin' it
bronx keeps creatin' it and queens keeps on fakin it

verse two

di-di di-da di di-di dida di-day aiy
all you sucka mc won't you please come out to play cause
here's an example of krs-one bo


here's an example of krs-one
they wish to battle bdp but they cannot
they must be on the dick of who? dj scott larock
cause we don't complain nor do we play the game of favors
boogie down productions comes in three different flavors
pick any dick for the flavor that you savor
mr magic might wish to come and try to save ya
but instead of helpin ya out he wants the same thing i gave ya
i finally figured it out magic mouth is used for suckin
roxanne shante is only good for steady fuckin'
mc shan and marley marl is really only bluffin
like doug e fresh said i tell you now you ain't nothin
compared to red alert on kiss and boogie down productions
so easy now man i me say easy now mon
to krs-one you know dem can't understand
me movin over there and then me movin over here
this name of this routine is called live at union square
square square square ooh
what's the matter with your mc marley marl?
don't know you know that he's out of touch
what's the matter with your dj mc shan?
on the wheels of steel marlon sucks
you'd better change what comes out your speaker
you're better off talkin' bout your wack puma sneaker
cause bronx created hip-hop queens will only get dropped
you're still tellin' lies to me
everybody's talkin' 'bout the juice crew funny
but you're still tellin' lies to me",1
