,lyrics,label
3,"a big mouth a big mouth

there's a rumor bein' spread about me and the crew
about somethin' we did or supposed to do
you might not have heard it or maybe you have
but when i first heard it all i did was laugh
i used to get angry and all uptight
but you could say what you want just spell my name right
'cause all i'm ever guilty of is rockin' the house
but that's not what the rumor was all about
now if you're like yvette tell all your friends
and if you don't wait until you see me again
this way i could hear it from the horses mouth
and right then and there we could straighten it out
because i don't get involved with he said she said
so take my advice and quit while you're ahead
because one day i might not laugh
the day your mouth writes the check your behind can't cash

you got a big mouth a big mouth
you got a big mouth a big mouth
a big mouth

people used to say that you had a big mouth
and now i understand what they're talkin' about
because what we do is just between me and you
not somethin' that you run and tell your crew
but you had to tell sharon and she told carol
then the story rode on just like a wheel barrel
carol told dee dee and she told pam
and pam was overheard talkin' to her man
pam was told cookie what she thought she heard
and somehow eazy e had got the word
he told somebody i knew from uptown
and they called me up and put me down
now the whole darn story's been changed around
and that's the reason why i'm not with you now
because you never shoulda opened your mouth at all
and i wouldn't have no reason to make this call

you got a big mouth a big mouth
you got a big mouth a big mouth
a big mouth

now you're the don dapper of the neighborhood
and every time i see you you're up to no good
you're just like a snake crawlin' on the ground
lookin' for some new dirt to spread around
then you stick out your tongue and start spreadin' lies
and now somebody else has been victimized
you may stop for a while then you're at it again
and you always got to have the last word in
they call your mouth almighty tongue everlastin'
you ain't satisfied unless somethin's happenin'
you don't have to be there no more than a minute
but you always got to have your two cents in it
so to all you big mouths this jam's for you
some'in' else you could run and go tell your crew
'cause we made to be big so we could rock the house
but we also made it big enough to fit in your mouth

you got a big mouth a big mouth
you got a big mouth a big mouth
a big mouth

you got a big mouth a big mouth
you got a big mouth a big mouth
a big mouth",1
4,"escape gotta get away
i need a break gotta get away
i left my house this morning on my way to work
some lady on the train spilled coffee on my shirt
and people started laughing like the whole thing was funny
i woulda went home except i need the money
cause times is hard my boss is crazy the guy that works with me he's so damn lazy
sits around all day drinks coffee and tea he expects all the work to be done by me
and sometimes i wonder what they hired me for to operate computers or run to the store
and when i ask for a raise they tell me be patient i've been working three years without a damn vacation
things could be better but they're gettin' worse until i got this job i never used to curse
well i've had it up to here with people treating me wrong so why not tell the dj to play my song

escape gotta get away
i need a break gotta get away

i buy a lottery ticket every chance i get
and if i hit i got someplace my boss can kiss
my friends are backstabbing so i hang out alone
think it's crazy on my job it's no better at home
my girl's half-mad she drives me wild
all she ever cares about is rippin' the styles
she wants diamonds furs and now she wants kids
but what she needs is somewhere else to live
my psychiatrist tells me to give her more time but one more second might blow my mind
the pressure's building up on me more and more it's gotten so i'm doing things i've never done before
i need a break y'all i can't take this place i feel locked up and i wanna escape and i wanna escape and i wanna escape escape escape escape escape escape escape escape

so you wanna leave your job but you need the funds
take a sick day off and find another one
and if your girl or your man ain't treatin' you right
just the same but your headaches night after night
don't go crazy trying to please somebody else you don't owe them a thing but you owe it yourself
so do what you gotta in order to escape
take it from me it's never too late
'cause i'm breaking these chains i may never come back
going to go out and give myself a rap attack
and if i like it a lot i'm going to make it a double
and if you stand in my way you're looking for trouble
there's only one way for me to have peace
and that's for me to go out and rock the beat ha
so turn it up the highs boost up the bass come on everybody let's rock the place

gotta get away
escape gotta get away
i need a break
gotta get away
escape gotta get away
i need a break gotta get away",1
5,"friends 
how many of us have them?
friends
ones we can depend on
friends
how many of us have them?
friends
before we go any further let's be
friends

is a word we use everyday
most the time we use it in the wrong way
now you can look the word up again and again
but the dictionary doesn't know the meaning of friends

and if you ask me you know i couldn't be much help
because a friend is somebody you judge for yourself
some are okay and they treat you real cool
but some mistake kindness for bein' a fool

we like to be with some because they're funny
others come around when they need some money
some you grew up with around the way
and you're still real close too this very day

homeboys through the summer winter spring and fall
and then there's some we wish we never knew at all
and this list goes on again and again
but these are the people that we call friends

when we first went out together we barely knew each other
we had no intentions on becoming lovers
but in no time at all you became my girl
me and you one on one against the world
talkin' on the telephone for hours at a time
or else i was at your house or you was at mine
then came the arguments and all kinds of problems
besides making love we had nothing in common
it couldn't last long because it started out strong
but i guess we went about the whole thing wrong
'cause out of nowhere it just came to an end
because we became lovers before we were friends

friends
how many of us have them?
friends
ones we can depend on
friends
how many of us have them?
friends
before we go any further let's be 
friends

you say you and your girlfriend were so tight
you took her out with you and your guy one night
she even had a set of keys to your home
and you shared mostly everything you owned

but as she shook your hand she stole your man
and it was done so swift it had to be a plan
couldn't trust her with cheese let alone your keys
with friends like that you don't need enemies

you wonder how long it was all going on
and you're still not sure if your man is gone
you say well if she took him he was never mine
but deep inside you know that's just another lie

and now you're kinda cold to the people you meet
'cause of something that was done to you by some creep
but nevertheless i'll say it again
that these are the people that we call friends

friends
how many of us have them?
friends
before we go any further let's be 
friends

friends
how many of us have them?
friends
one's we can depend on
friends
how many of us have them?
friends
before we go any further let's be
friends

friends
how many of us have them?
friends
one's we can depend on
friends
how many of us have them?
friends
before we go any further let's be
friends",1
7,"we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

verse 1 jalil

we've got a style of our own on the microphone
and when it comes to rocking we stand alone
i'm the rapper jalil and i'm ready to rock
and once i get started i'm hard to stop
i've got the magical touch to make you shake your butt
grandmaster dee the king of the cut
so party people in the house make no mistake
jalil and ecstasy are inside the place and

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

verse 2 ecstasy

i am the man with a thousand ryhmes
couldn't say all of them in one week's time
so i'll say some here and say some there
and i'll still be rhyming this time next year
that's why i keep my ryhmes under lock and key
cause nobody knows my rhymes except me
we're the originator not the imitator
no one rocks better no one rocks greater

mini hook

we are whodini
we are whodini
we are whodini
we are whodini

verse 2 continued ectasy

now we're one for all all for one
your first class ticket to having fun
we're gonna give you what we've got
and baby that's plenty
cause never have so few rocked so many
hotter than fire too young to retire
with the special gift to take it one step higher
peaches and cream the american dream
protected and respected on the disco scene
climbing that ladder we're taking the crown
cause you just can't keep a good man down
we deserve the part from the very start
and everything we do is straight from our heart
we're the pied pipers of the 1980's
our disco show will freak and drive you crazy
as you all well know we've got the gusto
i'm telling you the crew magnifico

mini hook

we are whodini
we are whodini
we are whodini
we are whodini

role call

grandmaster dee
the rapper ecstasy
the rapper jalil
dynasty
the debonaire doctor ice
the kangol kid
lady stephanie
tree-voo
lisa
brooklyn rock the house

indecipherable robot voice

we are whodini
we are whodini
we are whodini
we are whodini

indecipherable robot voice

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini

we are whodini
we are whodini
we are whodini
we are whodini
fade out",1
0,"yo aladdin make sure my microphone is on
no wait a minute - hm-hm now let me check my tone
before i start rockin yo what we're callin this homes?
ain't nothin' goin' on word
well if it ain't nothin' but a funky song i'm in it to win it
properly fitted so let's get with it
my lyrical format breaks and bends the rules
for those of you who wanna battle my crew
i come from the family down with priority
peace to nwa and eazy-e
and to the homies everywhere that's down with low pro
y'all want funk? yo yo now here we go
can i come on or should i come off smooth and dope?
spectacular to make a amateur choke
you see it's gotta be funky doper than the average funk song
that's why i didn't come off strong
i chose a laid back jack and watched the others swoop and holler
they try to kick funk but yo why did they bother
this is pure funk so y'all sing along
ain't nothin' goin' on but a funky song

funk - the word for the day that i speak upon
it's like a drug you could say that i'm sprung
every time that i speak i pertain to a funky crowd
turn up the radio make sure that it's loud
the woofers are bumpin the tweeders and tweetin the bass is kickin'
doub's about to start the rippin'
all these mc's sound alike screamin off of funky tracks
got the nerve to put the garbage on wax
artificial mc's i break 'em with ease they get dunked
they all lack the true meanin' of funk
a street hardcore sample with a positive tip
this here is so funky all i need is a mothership
a pair of twelves and a mic in my hand see
so i can get busy for those down with me
have you yellin' my name while i pertain to the brain
'cause when it comes to funk i'm leavin' permanent stains
so change arrange and yo i ain't a new jack gee
aladdin gave me the mic so i could speak my piece
funk the universal language now can you swing it?
some tried but came softer than a danish
dunkenhein rappers is soft they can't compete
now here's a dope record tooken out of the backstreets
y'all know the words so yo sing along
ain't nothin' goin' on but a funky song

so now we come to the final verse of the song
i came to short-circuit so go and clap along
wave your hands in the air while you shout and go off
but keep away from the stage because you might get tossed
yo now here's somethin' that i know that you like
somethin' funky but yet though it's gotta be hype
so sing along even though when i'm gone
ain't nothin' goin' on
peace
but a funky song",1
1,"i'ma take this opportunity to explain
why would a kid in '89 wanna sling cocaine
kilos of cracks in stacks and spend 20s and 10s
and at the age of 11 own a brand-new benz
but i don't blame it on the kids man the system is wack
there's more money on the streets gee than flippin over' big macs
but if you're still confused just groove to the music
'cause i'ma show you why they do it

that's why they do it

call up the press the newscast 'cause i'm about to serve
a dope message segment yeah that need to be heard
why would a young'un comin' up wanna sling in the streets
instead of plannin' for an educated college degree?
here's an answer who's a role model in the ghetto
while these young 'uns live in the slums like bums?
they ain't got a role model so they look up to the brothers on daytons
while daddy drive a station wagon
slackin' lackin held in the back and
mama's broke as hell so they start sellin crack and
clockin more g's than the jackson 5
see to them slingin drugs is a way to survive
go get a job minimum wage no don't even bother
slavin like a sucker for 385 an hour?
nope i ain't with it y'all can take that back jack
and stuff it down your mouth like a garbage can compact
'just say no' - man these children are laughin' slingin dope
yo the slogan's a joke
people keep speakin' 'pon drugs but they never coincide
when they never slung dope in their life
how can they speak upon a subject at which they lack knowledge?
you say you're tryin' to stop drugs? it's all a bunch of garbage
but if you're still confused yo just groove to the music
'cause i'ma show you why they do it

that's why they do it

now if you're still havin' trouble tryin' to find a reason kids sling dope
and sport a fat gold rope
let's take a look at this materialistic system bro
specifically designed to keep minorites broke
you know the news got me laughin' every day they comin' up with somethin' new
curfews and task force crews
but who's to blame because they never ever seem to work
it just seem that more people get jerked and hurt
how can they account for the problem which they started?
hey yo you must be retarded
but if you're still confused just groove to the music
and doub'll show you why they do it

that's why they do it

no more lollygaggin wastin' time let's get to the facts
you ask what could spark a kid into slingin that crack?
then think about it to a kid comin' up in this surrounding
the cash and caine he's more than forced to sling
his homies used to do it and his brothers do it too
so he gotta do it or else he ain't cool
suckers try to knock him but they never succeed
so much money his pockets parents down to his knees
almost blamin on the parents the first thing we do
in '89 y'all a kid's gonna do what he wanna do
but what do you expect when a brother lack role models?
all he know is women cash and eight bottles
most people make it to the top man they never come back
speak to the kids say yo this is wack
too busy havin' fun in the next man's game
they think they made it but they got a shackle still on they brain
people try to play me like a booty-neck sucker
the system sling but see they do it undercover
you want the truth well here i just threw it
peace - that's why they do it

that's why they do it",1
2,"now here we go y'all gotta play this
why? cause the others are so scared to say this
now tell me what am i supposed to do
about a sucker like you who ain't never paid dues?
slapper hip-happer you're gettin' wacker
your girl better step or i just might jack her
smack her like a gangster but i don't bang
i gank suckers like you for thick gold chains
he don't deserve it hell nah
so take it off your neck
cause goddamn you ain't comin' correct
what's this a sucker duck holdin' a mic?
like keith sweat said somethin' just ain't right
seems nowadays everybody wanna be a rapper down with crews
but they ain't never paid dues
suckers perpatratin playin' hardcore
punks i bet you worked at a flower store
you know what eats me up the most?
is when a sucker just started and thinks he's high post
you ain't pay a nann due in your life
talkin' 'bout a new style you know who you sound like?
krs chuck d kool moe as one
yellin' on the mic like the name was run
you'se a peon when i bought a pair of lee's
now all of a sudden you're supposed to be an mc?
yo that's wack it just ain't right
you only stood on one stage in your whole damn life
now you want respect hey yo you'se a fool
everybody wanna rap but they ain't paid dues

i can still remember way way back in the days
the times me and aladdin dreamed of gettin' paid
standin outside just pullin the jacks
to earn a little money to drop a dope track
back in the days i drove a raggedy dodge
couldn't afford a studio so we used a garage
aladdin used to grab a gang of disco breaks
one turntable and a broken 808
my little brother tunes and frank they hung around all night
to make sure that the demo was tight
didn't have an enigneer if you know what i mean
aladdin did it all at the age of 16
gifted uplifted i was mad as the mack
suckers had me playin' the back
but thanks to ice-t i got my foot in the door
now i'ma rock the mutha-uh till it ain't no more
we paid dues

i knew a brother who used to dress just like a faggot
real tight jeans some boots and leather jackets
homey as hell he never came outside
cause every time i came around he used to run and hide
spoiled like a brat had everything he wanted
and when he walked he switched like a woman
rode a pink bike man the sucker was soft
had to be in before the street lights came on
yo just the other day i turned my radio on
the _mack attack_ kicked on a brand new song
i didn't know what it was i never heard it before
but the record was smooth and hardcore
i said to myself 'hey yo i gotta see this group'
so i called up aladdin and the rest of the crew
grabbed the nine with the hollow point tip
stepped in the party with a gangster limp
took a look at the stage and yo what do you know?
the same old faggot from a long time ago
from real tight jeans and a go-go boot
he went to pendeltons and a khaki suit
now tell me ain't this a blip?
somebody need to slap the perpetrator in the lip
yesterday he was a mama boy now he's rappin'?
foolin the crowd because he got you all clappin
and tappin an example of what i'm tryin' to prove
a sucker like this who ain't never paid dues
to those who wanna rap i'm pertainin to you
before you pick up a mic you gotta pay dues

let the story be told
that's the way it is
you got to pay your dues

low profile definitely payin' the dues
wc dj aladdin
frank my little brother crazy tunes jazzy d
we in there everypaid they dues
abracadabra dj aladdin
we outta here",1
3,"funky

check 1-2 yo everybody what's up?
low pro is definitely in effect and bringin' y'all the dope stuff
this here is doper than dope it's rather potent
that's why they got me here cause see i don't believe in jokin
they're jokin and hopin i come out stroken
diss my crew? give me some of that you're smokin'
so many artist keep swearin they dope
they only good for one thing y'all that's droppin' the soap
so pay attention that a dope lyrical that's guaranteed to rock
funk creatin' this the rhymes on a spot
i reach ya like a book while i'm servin' ya
i must admit your chain is big though i never heard of ya
i'm into rockin' crowds back and forth and forth and back
so if you're lookin' for the funky material this is where it's at
so clap your hands and stomp your feet while i get loose
the doub is in effect and i'm releasin the juice
and demonstratin versatility rhymes come very easily
lyrics transformable with flexibility
i put a song together so quick it's funny
see to you it's a job but see to me it's easy money y'all

funky

it's like snatchin' candy from a baby but i'm not a candy-snatcher
you see it's simple to keep these rhymes comin' atcha
lyrics are flowin intensity's growin'
the crowd is gettin' hyper than hype people fillin up the floor'n
just to get a glance of the pro goin' solo
now hold on now wait a minute let me get my stroll on
so i can come off ill but still remain mellow
i prefer it this way yo with a nice slow tempo
this sort of rhymin requires patience
determination anticipation leads to aggravation
what i'm tryin' to say is that this whole thing is funny
to some it's a job but see to me it's easy money y'all

funky

this is easy money our money come in easy whatever's clever
turn up the lever cause the rhymes are gettin' better and better
so many rappers fallin' off that it's weak gee
they used to be dope but see it really doesn't pay to sleep
but slept rappers makin' it hard on theyself
they never practice therefore they're screwin everyone else
yo i write every day y'all ain't a damn thing funny
i wanna get paid cause this is easy money

funky",1
4,"this is the beat y'all of the year

swift as wind slammin' harder than a domino
mc's surrender consider my attitude the bomb
toy or pro don't you know i'm from the pro
the intent of the jam's to let the rhymes flow
the name low pro will grow stronger over centuries
but when you say our name then don't forget to mention these
dope jams that kept suckers in check
yo you know low pro will keep flowin correct
to melodies like these eliminate mc's
pump the volume on the jvc
kick the bass but no too loud drainin the lyrics
i took my time with this rhyme so y'all can hear it
now dig it time to get busy low pro is on a uproar
jackin mc's between tours
just takin' what's mine i'm not a thug of any kind
but some of y'all gotta be for bitin my rhyme
so let the flow take control of your body and soul
hit the park with a quart of old gold
grab a girlie cool out while the w is showin'
how a young boy can keep 'em flowin'

now keep 'em flowin'
dj aladdin
i'd flow in the nile [sample from eric b &amp rakimmy melody]
keep flowin'

tired of all these rappers talkin' 'bout the same thing
who got the most money or the biggest gold chain
it's a shame i can't even turn my radio on
without hearin' some punk with a wack-out song
what it's a wack season? that's all i'm hearin' on the radio
punks are comin' softer than soft they're like clay-doh
but play the bank stable and able but for a rhyme that's fatal
you punks remind me of play-doh
cheap slapped together artificial material
you shitty-drawers rapper yo you're sweeter than cereal
you all sound alike tryin' to hang with the trend
but then again nowadays i think wack is in
i don't sweat it no more i used throw a tantrum
when i seen a wack record on the chart go platinum
but now i see it ain't who you know or who's deffer
it's all on who's behind you to support that record
comin' from the streets of la this ain't a joke
and in compton brothers gettin' smoked over dope
gangsters standin on the corner waitin to blast
on any sucker they see yo with the wrong color rag
that's why i'm recitin' this poem showin' and flowin'
yo we got to come together start growin' and growin'
despite the negativity this life has been goin'
put our minds to work and let the lyrics keep flowin'

so keep 'em flowin'
dj aladdin
i'd flow in the nile
keep flowin'

grab a pen take notes focus on the turntable
some call him dope but i call aladdin fatal
think he ain't sucker duck i think you better start walkin'
yo yo aladdin let your fingers do the talkin'

bite it

this ain't a mickey mouse theme you scheme you're bound to get beat chief
run up punk and walk away with no teeth
don't sleep on the w dope lyrics are mandatory
a young warrior designed to tell the real story
about the profile roll the carpet down the aisle
i'm steadily black on black and i be damned if i smile
or snuggle juggle pop a grin or even chuckle
step towards the doub and taste five rugged knuckles
so when i get to flowin yo it's nothin' but smooth sailin'
that's illin out plus steadily prevailin'
and swellin' on the top of the hip-hop list
yo yo take me for a joke a quick way to get dissed
boy the jack of all trades is like the ace of spades
aladdin cut the record like a brother with a blade
while the w recites on the mic all night
keep the party in check but suckers still try to bite
they get upset when they pop a cassette
and hear the profile bailin in deep deep effect
yo we make jams for just about everybody
to let you know this ain't nothin' but a party
with history messages stories i'm showin
througout eternity low pro will keep 'em flowin'

now keep 'em flowin'
dj aladdin
i'd flow in the nile
this is the beat y'all of the year",1
5,"that's right y'all
aladdin 's on the cut
if you wanna come and battle
get some
so yo go for what you know
it go a little somethin' like this

mic check now in effect suckers still comin' short
that's why i'm callin order in the court
it looks like a lotta suckers gotta learn the hard way
it doesn't pay when you tamper with my deejay
back and forth up and down on the cut
aladdin's in the house so yo move your butt and strut
turn up what i call aladdin's on a rampage
dim the lights roll the carpet on the stage
my man now i can talk about him all night long
yo yo but at this time i introduce
my homeboy so get ill yeah

hey yo aladdin
hah?
get retarded

turn up the radio punk grab a pen take notes
i'm not one to brag but this here's dope
straight from the w boy step back
because i got the master of a disco scratch
aladdin he's on a rampage for days
the last sucker played brave winded up gettin' slayed
dissed to the rhythm like somethin' hit him
he's like venom that's why you suckers can't get with him
my man pointure punks like dried-out snails
yo yo aladdin how hard are you? hard as hell
homebody now how you feel about punks on your jock?
the way i feel now i just got to rock
aladdin rocks the house it ain't a mystery
that everything has got to be funky
yeah up and down and all around the crossfader
hands start to bleed as if the table was a grader
without hesitation here's a tastin demonstration
how we got a standin ovation
straight from low pro he's ready to attack
yo yo aladdin hit 'em with a funky scratch

1-2-3
3-2-1

yo yo aladdin
i wanna know man
what would you do to cut these suckers up?

aladdin's in the house cold rippin it up
sure enough you move your butt when you hear him cut
he's on a rampage brace yourself and get stable
for the king of the cuts on two turntables
suckers how can you hang upon stage
when your deejay cuts like he's out the yellow page
when he scratch on a record when the crowd to applaud
with a posse on your cover so you can look hard
punks you're lookin' pitiful aladdin is original
east coast west coast compton south central
it doesn't matter aladdin's on the cut
and the doub is on his side to make you move your butt
aladdin show 'em somethin' new for those who don't know ya
you want a fresh style let me show ya

what can i say but aladdin breaks iller than ill
yo he's a top-rank chief on the wheels of steel
seems everywhere we go aladdin's rippin it up
you know what when he cuts girls move their butts
aladdin i'ma let you go solo bro so do your show
what it means to be down with low pro
yo gimme somethin' funky somethin' bout to sell
to show these party people what happens when you rock the bells",1
6,"the beat is dope
yup
word to the mother
ah yeah
and it goes a little somethin' like this
good god
the beat is dope
yup
word to the mother
and it goes a little somethin' like this

how ya livin' a brother kill another for a color
now his family's forced to sit and suffer
gang violence strikes again the sound of a trigger
news at 11 now it's one less nigger they figure
self-destruction bro you're goin' low
how can you kill a person you don't really even know?
in jail you played hard until one slapped you silly
turned you over like a girlie and rode you like a sissy
trapped behind bars in the middle of nowhere
doin' 10 to 20 braid another brother's hair
on the streets you was dope you wasn't a joke nobody could cope
you was the king of the dope
shoot a brother in a minute man that was your duty
but now you're in jail just givin' up the booty
spread em i'ma show you what it's like in a jail
i kick reality this ain't a crickett fairytale
you said you had heart homeboy how do you figure
can you prove it without keeping your finger on the trigger?
you'se a punk a peon a buster bound to run
never usin' your fist always grabbin a gun
trigger-happy with the gat brain stiffer than a manakin'
shot an old lady but you claim it was a accident?
drop the sawed-off you must be illin'
i got a question homes how ya livin'?

the beat is dope so i come off smooth no need to yell it
now what i seen on the streets i gotta tell it
smokers on the corner at the rock house shack
tryin' to scuffle up some money for a 10 piece crack
and this is critical pitiful life has become more difficult
children on the corner holdin' automatic pistols
taught and trained at a young age to kill another
but the bad thing about it is we're killin' each other
brothers killin' brothers over man-made material
it's a like a epidemic better yet venereal
only if you knew that we was dominant original
we'd be prepared mentally as well as physical
some say to make it though it's gonna take a miracle
but they can't hold you back brother when you're spirtitual
drop the 40 ounce you must be illin
yo aladdin break it down while i ask 'em how they're livin'

yo
let me tell you bout this crackhead i know

booby was a crackhead smokin' that dust
like a fool he was a sucker i never could trust
used to let him in my house he didn't need no permission
until my goddamn vcr came up missin'
sprung on the pipe like a fish on a hook
yo booby got labelled as a neighborhood crook
seen him with a color tv in his hand
walkin' down the streets sparked lookin' for the dopeman
skinny as hell from just hittin the pipe
lost his job his two kids the beautiful wife
he'd sell his mother if you gave him a chance
long as booby got a piece of crack in his hands
hey yo you know what's sad or should i say it's a shame?
the way c-r-a-c-k destroys the brain
think - somebody wanna see these things
another dumb brother just smokin' cocaine
suckin up crack until your lips turn purple
from rehab to rehab you're runnin' in a circle
it's mandatory i touch this category
that's why i made it simple self-explanatory
it shouldn't take long for me to state what's on my mind
why should i sit and write a 10-minute-long rhyme?
hey yo drop the 40 ounce you must be illin'
so i conclude this rhyme with how ya livin'?",1
7,"comin' from the left now here's a little somehin'
i slapped together just for you and your weak posse
i dedicate it to those who don't know
that i'm a maniac straight from the heart of low pro
and for a livin' i break necks of punk chumps who slipped
matter of fact i should bust you in the lip
but nah i ain't livin' that way so bro
i rather slap you with knowledge as i go solo
hey yo aladdin what's up with all these wanna-be
m-i-c fake controllers takin' over the scene?
they don't know who i am the young boy and yours truly
step off new jack you're just a new rudy
of rap you're bound to get slapped steppin to me
strunger than a smoker on pcp
i cannot lose i got the downest deejay in the world
aladdin break the needles while the technics twirl
hey yo i know there's nowadays a lotta rappers holdin' a mic
wastin time but naw they ain't hype
they same old styles yo with the same old things
and at shows the same old wack routines
i like runnin' on stage and clownin mc's
so when you see me at a show don't even step to me
be alert cause the w will spin the chart
you can't touch me boy i come straight from the heart

most mc's nowadays they don't come from the heart
they rap what the record label wants
but why can't i talk about the way that i'm livin'?
yo day by day suckers robbin' and stealin'
bein shot at stabbed that ain't nothin' to me
just another damn way of l-i-f-e
but then again i ain't supposed to even mention a gun
or i be charged with corruptin' the mind of a young one
yo that's wack what up with showbiz?
bannin' my shows 'cause i tell it like it is
if i was rich then i'd rap about a lamborghini
got some pretty women in grip-tight bikinis
but i ain't like i first said from the start
i'm a muthafucka i come straight from the heart

anxiety is buggin' me to cold get ill
grab a bat engrave on a sucker face 'louisville'
but naw i better chill that ain't the life to live
couple years in the county bread and water for a meal
over what? a peasy knuckleheaded mc
who doubted my ability y'all know what i mean
the kinda suckers who brag yo you know who they are
they make one wack record and think they a star
suckers gettin' airplay but the record ain't kickin'
you punks doin' shows for kentucky fried chicken
every rapper now wanna wear a clock on his neck
there's one flavor flav so give it a rest
hey yo aladdin help me out rip the record apart
pay attention i come straight from the heart

cold get stupid

power pat rhymes are goin' gold
more soul bro than the angelist david saphro
i come straight from the heart with the rhyme
givin' suckers like you and him a piece of my mind
conditioning my dome to wax and tax suckers who're wack
where's the milk i eat you up like applejacks
to describe myself three words to tell
hm - the w is crazy as hell
back in the streets of la i be rockin'
and you can find aladdin cuttin' records in compton
though we ain't from the same city we're down
you got beef with that punk you're bound to get clowned
suckers in line to get dissed i'm ballin my fist
who's next up to taste some of this?
hysterical critical flexible lyrical ??????
yo mc's can't hang boy i put 'em in a hospital
you shoulda known from the jump or the start
every lyric i throw i come straight from the heart",1
8,"yes yes y'all it's time to get wild
low pro's in effect with a brand-new sound
move back punk we're takin' over the stage
somebody done slipped we rose out the cage
on a rage we're gettin' paid you can't punk me
peep this out i got somethin' funky
funkier than funky yo no joke
hey yo aladdin hold up goddamn this is dope
soft punks'll get crushed like aluminum
they can't deal like tobacco i'm chewin 'em
lyrics stickin like super glue to you and your crew
stick up now the show belongs to the double u
soft punk you could get dunked poppin' the junk
aladdin cut the record with the low pro funk
while i'm slammin' and jammin' and rammin'
a different style than your part-time sucker be crammin
partner wisecrack try to stay clever
hey yo aladdin man we're doin' this together

dj aladdin on the wheels of steel
the 1989 dmc seminar contender
uknowmsayin?
on the wheels of steel gettin' funky right now
from low pro dj aladdin
undefeated

smooth - some label it retarded
you know what? yo i ain't even got started
the real mccoy that's guaranteed to destroy
i come off and girls jump with joy
suckers got a tendency to brag
squash it 'cause you're makin' me mad
poetically inclined writin all my rhymes
and where i come from wearin the wrong color is a crime
but that's another story i saved for another day
cause right now i wanna talk about my deejay
aladdin the dmc seminar contender
he cuts and axe the wax watch it get thinner
18 years old dominatin the sport
from london to chicago all the way to new york
y'all know what time it is give it up peep the sound
to those who wanna battle i say put the pipe down
partner wisecrack try to stay clever
we're doin' this together

dj aladdin on the wheels of steel
check it out
one of a kind in this century
uknowmsayin?

check it out we're doin' this together
also been takin' a beatdown forever
2 brothers gettin' paid for usin' a brain
i don't rap for a big gold chain
unlike you and your crew
make a move and you're through
step to low pro let me tell you what i oughta do
what up? grip the mic like a 9 milli pistol
and shove it up the rear just like a popsicle
you wanna battle? yo that's suicide
damn a battle let's take it outside
and i'll shake and bake a scab like a potato
you get swept yup like a tornado
stomped like a waterbug and i should mention - ah
to battle the doub you get sliced to a stub you know
you got beef with me you gotta deal with tee
i got aladdin's like aladdin's got wc's
back jack you might get racked smacked and cracked
yo it's '89 we put on backpacks
partner wisecrack try to stay clever
hey yo aladdin man we're doin' this together

ooh-ooh
dj aladdin on the wheels of steel
dj aladdin
the 1989 dmc seminar contender
can't touch us boy we in here now
uknowmsayin
low profile's in effect

you never heard of me why? hey yo i keep a low pro
one deejay and i'm comin' out solo
hello yo bro aladd' and doub' wanna know
can another brother mess with this? hell no
a methodical wildstyle poetically arranged
i'm a warrior not a lover i don't sing and things
i'm into rap not disco i ain't michael jackson
i'm into cuts and breaks and cool rappin'
and crackin' jackin smackin mc's playin' the back
step up punk yo you're bound to get waxed
you know as long as low pro is around
there'll be no surrender no retreat no takedown
partner wisecrack try to stay clever
hey yo aladdin man we're doin' this together

hey yo
first of all low pro wanna give a shout-out
to all the people that was down with us back in the days
uknowmsayin?
first of all we wanna give a shout-out
to party records for puttin' us out there and lettin us out of this cage
'cause we in there now you know what i'm sayin'?
i wanna give a shout-out to my little brother dj crazy toones
and his mc jazzy dee

yo yo yo
but i wanna give a shout-out to my homeboy wayne wayne uknowmsayin?
og
og rhyme syndicate posse and ice-t
what about the other homeboys like
smurf chill you know
scotty dee who was down with us way back in the days
yo what's up with aladdin and wc kickin back
we in this together man

hey yo yo what's up?
what's up with coolio nu skool all the other brothers that was out there
they ain't got paid
they'd just love to get paid

we like to give a special shout-out to guee uknowmsayin
my og homebody peace we love you brother
ain't it funky

oh yeah aladdin we forgot about bobcat",1
